학교명,학교종류,지역,설립구분,상태,기준연도,Measure Names,Measure Values
여주대학교,전문대학,경기,사립,기존,2023,취업자,1096
여주대학교,전문대학,경기,사립,기존,2023,예외자,174
여주대학교,전문대학,경기,사립,기존,2023,졸업자,1592
여주대학교,전문대학,경기,사립,기존,2022,취업률(%),76.660787772
여주대학교,전문대학,경기,사립,기존,2022,취업자,1304
여주대학교,전문대학,경기,사립,기존,2022,예외자,221
여주대학교,전문대학,경기,사립,기존,2022,졸업자,1922
연성대학교,전문대학,경기,사립,기존,2024,취업률(%),71.875
연성대학교,전문대학,경기,사립,기존,2024,취업자,1288
연성대학교,전문대학,경기,사립,기존,2024,예외자,294
연성대학교,전문대학,경기,사립,기존,2024,졸업자,2086
연성대학교,전문대학,경기,사립,기존,2023,취업률(%),72.583926755
연성대학교,전문대학,경기,사립,기존,2023,취업자,1427
연성대학교,전문대학,경기,사립,기존,2023,예외자,304
연성대학교,전문대학,경기,사립,기존,2023,졸업자,2270
연성대학교,전문대학,경기,사립,기존,2022,취업률(%),73.034274194
연성대학교,전문대학,경기,사립,기존,2022,취업자,1449
연성대학교,전문대학,경기,사립,기존,2022,예외자,322
연성대학교,전문대학,경기,사립,기존,2022,졸업자,2306
연암공과대학교,전문대학,경남,사립,기존,2024,취업률(%),79.640718563
연암공과대학교,전문대학,경남,사립,기존,2024,취업자,399
연암공과대학교,전문대학,경남,사립,기존,2024,예외자,26
연암공과대학교,전문대학,경남,사립,기존,2024,졸업자,527
연암공과대학교,전문대학,경남,사립,기존,2023,취업률(%),80.519480519
연암공과대학교,전문대학,경남,사립,기존,2023,취업자,372
연암공과대학교,전문대학,경남,사립,기존,2023,예외자,15
연암공과대학교,전문대학,경남,사립,기존,2023,졸업자,477
연암공과대학교,전문대학,경남,사립,기존,2022,취업률(%),82.857142857
연암공과대학교,전문대학,경남,사립,기존,2022,취업자,348
연암공과대학교,전문대학,경남,사립,기존,2022,예외자,16
연암공과대학교,전문대학,경남,사립,기존,2022,졸업자,436
연암대학교,전문대학,충남,사립,기존,2024,취업률(%),77.378435518
연암대학교,전문대학,충남,사립,기존,2024,취업자,366
연암대학교,전문대학,충남,사립,기존,2024,예외자,72
연암대학교,전문대학,충남,사립,기존,2024,졸업자,545
연암대학교,전문대학,충남,사립,기존,2023,취업률(%),80.238095238
연암대학교,전문대학,충남,사립,기존,2023,취업자,337
연암대학교,전문대학,충남,사립,기존,2023,예외자,67
연암대학교,전문대학,충남,사립,기존,2023,졸업자,487
연암대학교,전문대학,충남,사립,기존,2022,취업률(%),81.034482759
연암대학교,전문대학,충남,사립,기존,2022,취업자,329
연암대학교,전문대학,충남,사립,기존,2022,예외자,51
연암대학교,전문대학,충남,사립,기존,2022,졸업자,457
영남외국어대학,전문대학,경북,사립,기존,2024,취업률(%),68.75
영남외국어대학,전문대학,경북,사립,기존,2024,취업자,77
영남외국어대학,전문대학,경북,사립,기존,2024,예외자,12
영남외국어대학,전문대학,경북,사립,기존,2024,졸업자,124
영남외국어대학,전문대학,경북,사립,기존,2023,취업률(%),75
영남외국어대학,전문대학,경북,사립,기존,2023,취업자,90
영남외국어대학,전문대학,경북,사립,기존,2023,예외자,19
영남외국어대학,전문대학,경북,사립,기존,2023,졸업자,139
영남외국어대학,전문대학,경북,사립,기존,2022,취업률(%),75.294117647
영남외국어대학,전문대학,경북,사립,기존,2022,취업자,128
영남외국어대학,전문대학,경북,사립,기존,2022,예외자,25
영남외국어대학,전문대학,경북,사립,기존,2022,졸업자,195
영남이공대학교,전문대학,대구,사립,기존,2024,취업률(%),72.737556561
영남이공대학교,전문대학,대구,사립,기존,2024,취업자,1286
영남이공대학교,전문대학,대구,사립,기존,2024,예외자,381
영남이공대학교,전문대학,대구,사립,기존,2024,졸업자,2149
영남이공대학교,전문대학,대구,사립,기존,2023,취업률(%),74.727793696
영남이공대학교,전문대학,대구,사립,기존,2023,취업자,1304
영남이공대학교,전문대학,대구,사립,기존,2023,예외자,328
영남이공대학교,전문대학,대구,사립,기존,2023,졸업자,2073
영남이공대학교,전문대학,대구,사립,기존,2022,취업률(%),76.226993865
영남이공대학교,전문대학,대구,사립,기존,2022,취업자,1491
영남이공대학교,전문대학,대구,사립,기존,2022,예외자,335
영남이공대학교,전문대학,대구,사립,기존,2022,졸업자,2291
영진사이버대학교,사이버대학(전문대학),대구,사립,기존,2024,취업률(%),79.319802523
영진사이버대학교,사이버대학(전문대학),대구,사립,기존,2024,취업자,1446
영진사이버대학교,사이버대학(전문대학),대구,사립,기존,2024,예외자,74
영진사이버대학교,사이버대학(전문대학),대구,사립,기존,2024,졸업자,1897
영진사이버대학교,사이버대학(전문대학),대구,사립,기존,2023,취업률(%),74.912075029
영진사이버대학교,사이버대학(전문대학),대구,사립,기존,2023,취업자,1278
영진사이버대학교,사이버대학(전문대학),대구,사립,기존,2023,예외자,92
영진사이버대학교,사이버대학(전문대학),대구,사립,기존,2023,졸업자,1798
영진전문대학교,전문대학,대구,사립,기존,2024,취업률(%),73.176564368
영진전문대학교,전문대학,대구,사립,기존,2024,취업자,1836
영진전문대학교,전문대학,대구,사립,기존,2024,예외자,369
영진전문대학교,전문대학,대구,사립,기존,2024,졸업자,2878
영진전문대학교,전문대학,대구,사립,기존,2023,취업률(%),77.842227378
영진전문대학교,전문대학,대구,사립,기존,2023,취업자,2013
영진전문대학교,전문대학,대구,사립,기존,2023,예외자,386
영진전문대학교,전문대학,대구,사립,기존,2023,졸업자,2972
영진전문대학교,전문대학,대구,사립,기존,2022,취업률(%),79.158913286
영진전문대학교,전문대학,대구,사립,기존,2022,취업자,2127
영진전문대학교,전문대학,대구,사립,기존,2022,예외자,435
영진전문대학교,전문대학,대구,사립,기존,2022,졸업자,3122
오산대학교,전문대학,경기,사립,기존,2024,취업률(%),74.490566038
오산대학교,전문대학,경기,사립,기존,2024,취업자,987
오산대학교,전문대학,경기,사립,기존,2024,예외자,223
오산대학교,전문대학,경기,사립,기존,2024,졸업자,1548
오산대학교,전문대학,경기,사립,기존,2023,취업률(%),73.006134969
오산대학교,전문대학,경기,사립,기존,2023,취업자,1071
오산대학교,전문대학,경기,사립,기존,2023,예외자,236
오산대학교,전문대학,경기,사립,기존,2023,졸업자,1703
오산대학교,전문대학,경기,사립,기존,2022,취업률(%),74.464389114
오산대학교,전문대학,경기,사립,기존,2022,취업자,1286
오산대학교,전문대학,경기,사립,기존,2022,예외자,268
오산대학교,전문대학,경기,사립,기존,2022,졸업자,1995
용인예술과학대학교,전문대학,경기,사립,기존,2024,취업률(%),67.832957111
용인예술과학대학교,전문대학,경기,사립,기존,2024,취업자,601
용인예술과학대학교,전문대학,경기,사립,기존,2024,예외자,181
용인예술과학대학교,전문대학,경기,사립,기존,2024,졸업자,1067
용인예술과학대학교,전문대학,경기,사립,기존,2023,취업률(%),65.738161560
용인예술과학대학교,전문대학,경기,사립,기존,2023,취업자,708
용인예술과학대학교,전문대학,경기,사립,기존,2023,예외자,174
용인예술과학대학교,전문대학,경기,사립,기존,2023,졸업자,1251
용인예술과학대학교,전문대학,경기,사립,기존,2022,취업률(%),67.777777778
용인예술과학대학교,전문대학,경기,사립,기존,2022,취업자,915
용인예술과학대학교,전문대학,경기,사립,기존,2022,예외자,186
용인예술과학대학교,전문대학,경기,사립,기존,2022,졸업자,1536
우송정보대학,전문대학,대전,사립,기존,2024,취업률(%),69.801084991
우송정보대학,전문대학,대전,사립,기존,2024,취업자,772
우송정보대학,전문대학,대전,사립,기존,2024,예외자,251
우송정보대학,전문대학,대전,사립,기존,2024,졸업자,1357
우송정보대학,전문대학,대전,사립,기존,2023,취업률(%),69.198664441
우송정보대학,전문대학,대전,사립,기존,2023,취업자,829
우송정보대학,전문대학,대전,사립,기존,2023,예외자,316
우송정보대학,전문대학,대전,사립,기존,2023,졸업자,1514
우송정보대학,전문대학,대전,사립,기존,2022,취업률(%),70.580204778
우송정보대학,전문대학,대전,사립,기존,2022,취업자,1034
우송정보대학,전문대학,대전,사립,기존,2022,예외자,344
우송정보대학,전문대학,대전,사립,기존,2022,졸업자,1809
울산과학대학교,전문대학,울산,사립,기존,2024,취업률(%),75.092250923
울산과학대학교,전문대학,울산,사립,기존,2024,취업자,1221
울산과학대학교,전문대학,울산,사립,기존,2024,예외자,244
울산과학대학교,전문대학,울산,사립,기존,2024,졸업자,1870
울산과학대학교,전문대학,울산,사립,기존,2023,취업률(%),76.393442623
울산과학대학교,전문대학,울산,사립,기존,2023,취업자,1165
울산과학대학교,전문대학,울산,사립,기존,2023,예외자,213
울산과학대학교,전문대학,울산,사립,기존,2023,졸업자,1738
울산과학대학교,전문대학,울산,사립,기존,2022,취업률(%),78.663672094
울산과학대학교,전문대학,울산,사립,기존,2022,취업자,1401
울산과학대학교,전문대학,울산,사립,기존,2022,예외자,227
울산과학대학교,전문대학,울산,사립,기존,2022,졸업자,2008
웅지세무대학교,전문대학,경기,사립,기존,2024,취업률(%),42.009132420
웅지세무대학교,전문대학,경기,사립,기존,2024,취업자,92
웅지세무대학교,전문대학,경기,사립,기존,2024,예외자,8
웅지세무대학교,전문대학,경기,사립,기존,2024,졸업자,227
웅지세무대학교,전문대학,경기,사립,기존,2023,취업률(%),43.579766537
웅지세무대학교,전문대학,경기,사립,기존,2023,취업자,112
웅지세무대학교,전문대학,경기,사립,기존,2023,예외자,15
웅지세무대학교,전문대학,경기,사립,기존,2023,졸업자,272
웅지세무대학교,전문대학,경기,사립,기존,2022,취업률(%),46.808510638
웅지세무대학교,전문대학,경기,사립,기존,2022,취업자,154
웅지세무대학교,전문대학,경기,사립,기존,2022,예외자,12
웅지세무대학교,전문대학,경기,사립,기존,2022,졸업자,341
원광보건대학교,전문대학,전북,사립,기존,2024,취업률(%),74.373956594
원광보건대학교,전문대학,전북,사립,기존,2024,취업자,891
원광보건대학교,전문대학,전북,사립,기존,2024,예외자,128
원광보건대학교,전문대학,전북,사립,기존,2024,졸업자,1326
원광보건대학교,전문대학,전북,사립,기존,2023,취업률(%),75.170842825
원광보건대학교,전문대학,전북,사립,기존,2023,취업자,990
원광보건대학교,전문대학,전북,사립,기존,2023,예외자,181
원광보건대학교,전문대학,전북,사립,기존,2023,졸업자,1498
원광보건대학교,전문대학,전북,사립,기존,2022,취업률(%),75.916955017
원광보건대학교,전문대학,전북,사립,기존,2022,취업자,1097
원광보건대학교,전문대학,전북,사립,기존,2022,예외자,207
원광보건대학교,전문대학,전북,사립,기존,2022,졸업자,1652
유한대학교,전문대학,경기,사립,기존,2024,취업률(%),67.428198433
유한대학교,전문대학,경기,사립,기존,2024,취업자,1033
유한대학교,전문대학,경기,사립,기존,2024,예외자,219
유한대학교,전문대학,경기,사립,기존,2024,졸업자,1751
유한대학교,전문대학,경기,사립,기존,2023,취업률(%),71.776155718
유한대학교,전문대학,경기,사립,기존,2023,취업자,1180
유한대학교,전문대학,경기,사립,기존,2023,예외자,254
유한대학교,전문대학,경기,사립,기존,2023,졸업자,1898
유한대학교,전문대학,경기,사립,기존,2022,취업률(%),72.165566887
유한대학교,전문대학,경기,사립,기존,2022,취업자,1203
유한대학교,전문대학,경기,사립,기존,2022,예외자,241
유한대학교,전문대학,경기,사립,기존,2022,졸업자,1908
인덕대학교,전문대학,서울,사립,기존,2024,취업률(%),66.045197740
인덕대학교,전문대학,서울,사립,기존,2024,취업자,1169
인덕대학교,전문대학,서울,사립,기존,2024,예외자,317
인덕대학교,전문대학,서울,사립,기존,2024,졸업자,2087
인덕대학교,전문대학,서울,사립,기존,2023,취업률(%),66.576086957
인덕대학교,전문대학,서울,사립,기존,2023,취업자,1225
인덕대학교,전문대학,서울,사립,기존,2023,예외자,255
인덕대학교,전문대학,서울,사립,기존,2023,졸업자,2095
인덕대학교,전문대학,서울,사립,기존,2022,취업률(%),67.639657776
인덕대학교,전문대학,서울,사립,기존,2022,취업자,1344
인덕대학교,전문대학,서울,사립,기존,2022,예외자,354
인덕대학교,전문대학,서울,사립,기존,2022,졸업자,2341
인하공업전문대학,전문대학,인천,사립,기존,2024,취업률(%),68.063044380
인하공업전문대학,전문대학,인천,사립,기존,2024,취업자,1641
인하공업전문대학,전문대학,인천,사립,기존,2024,예외자,306
인하공업전문대학,전문대학,인천,사립,기존,2024,졸업자,2717
인하공업전문대학,전문대학,인천,사립,기존,2023,취업률(%),69.245499809
인하공업전문대학,전문대학,인천,사립,기존,2023,취업자,1808
인하공업전문대학,전문대학,인천,사립,기존,2023,예외자,334
인하공업전문대학,전문대학,인천,사립,기존,2023,졸업자,2945
인하공업전문대학,전문대학,인천,사립,기존,2022,취업률(%),72.283813747
인하공업전문대학,전문대학,인천,사립,기존,2022,취업자,1956
인하공업전문대학,전문대학,인천,사립,기존,2022,예외자,292
인하공업전문대학,전문대학,인천,사립,기존,2022,졸업자,2998
장안대학교,전문대학,경기,사립,기존,2024,취업률(%),68.342644320
장안대학교,전문대학,경기,사립,기존,2024,취업자,734
장안대학교,전문대학,경기,사립,기존,2024,예외자,164
장안대학교,전문대학,경기,사립,기존,2024,졸업자,1238
장안대학교,전문대학,경기,사립,기존,2023,취업률(%),65.589887640
장안대학교,전문대학,경기,사립,기존,2023,취업자,934
장안대학교,전문대학,경기,사립,기존,2023,예외자,198
장안대학교,전문대학,경기,사립,기존,2023,졸업자,1622
장안대학교,전문대학,경기,사립,기존,2022,취업률(%),71.514161220
장안대학교,전문대학,경기,사립,기존,2022,취업자,1313
장안대학교,전문대학,경기,사립,기존,2022,예외자,255
장안대학교,전문대학,경기,사립,기존,2022,졸업자,2091
재능대학교,전문대학,인천,사립,기존,2024,취업률(%),67.448979592
재능대학교,전문대학,인천,사립,기존,2024,취업자,661
재능대학교,전문대학,인천,사립,기존,2024,예외자,116
재능대학교,전문대학,인천,사립,기존,2024,졸업자,1096
재능대학교,전문대학,인천,사립,기존,2023,취업률(%),72.384615385
재능대학교,전문대학,인천,사립,기존,2023,취업자,941
재능대학교,전문대학,인천,사립,기존,2023,예외자,154
재능대학교,전문대학,인천,사립,기존,2023,졸업자,1454
재능대학교,전문대학,인천,사립,기존,2022,취업률(%),70.856685348
재능대학교,전문대학,인천,사립,기존,2022,취업자,885
재능대학교,전문대학,인천,사립,기존,2022,예외자,198
재능대학교,전문대학,인천,사립,기존,2022,졸업자,1447
전남과학대학교,전문대학,전남,사립,기존,2024,취업률(%),79.526842584
전남과학대학교,전문대학,전남,사립,기존,2024,취업자,874
전남과학대학교,전문대학,전남,사립,기존,2024,예외자,140
전남과학대학교,전문대학,전남,사립,기존,2024,졸업자,1239
전남과학대학교,전문대학,전남,사립,기존,2023,취업률(%),80.579964851
전남과학대학교,전문대학,전남,사립,기존,2023,취업자,917
전남과학대학교,전문대학,전남,사립,기존,2023,예외자,173
전남과학대학교,전문대학,전남,사립,기존,2023,졸업자,1311
전남과학대학교,전문대학,전남,사립,기존,2022,취업률(%),78.371710526
전남과학대학교,전문대학,전남,사립,기존,2022,취업자,953
전남과학대학교,전문대학,전남,사립,기존,2022,예외자,262
전남과학대학교,전문대학,전남,사립,기존,2022,졸업자,1478
전남도립대학교,전문대학,전남,공립,기존,2024,취업률(%),71.875
전남도립대학교,전문대학,전남,공립,기존,2024,취업자,299
전남도립대학교,전문대학,전남,공립,기존,2024,예외자,68
전남도립대학교,전문대학,전남,공립,기존,2024,졸업자,484
전남도립대학교,전문대학,전남,공립,기존,2023,취업률(%),69.463869464
전남도립대학교,전문대학,전남,공립,기존,2023,취업자,298
전남도립대학교,전문대학,전남,공립,기존,2023,예외자,64
전남도립대학교,전문대학,전남,공립,기존,2023,졸업자,493
전남도립대학교,전문대학,전남,공립,기존,2022,취업률(%),68.367346939
전남도립대학교,전문대학,전남,공립,기존,2022,취업자,268
전남도립대학교,전문대학,전남,공립,기존,2022,예외자,104
전남도립대학교,전문대학,전남,공립,기존,2022,졸업자,496
전북과학대학교,전문대학,전북,사립,기존,2024,취업률(%),77.821782178
전북과학대학교,전문대학,전북,사립,기존,2024,취업자,393
전북과학대학교,전문대학,전북,사립,기존,2024,예외자,90
전북과학대학교,전문대학,전북,사립,기존,2024,졸업자,595
전북과학대학교,전문대학,전북,사립,기존,2023,취업률(%),78.154425612
전북과학대학교,전문대학,전북,사립,기존,2023,취업자,415
전북과학대학교,전문대학,전북,사립,기존,2023,예외자,140
전북과학대학교,전문대학,전북,사립,기존,2023,졸업자,671
전북과학대학교,전문대학,전북,사립,기존,2022,취업률(%),78.658536585
전북과학대학교,전문대학,전북,사립,기존,2022,취업자,387
전북과학대학교,전문대학,전북,사립,기존,2022,예외자,156
전북과학대학교,전문대학,전북,사립,기존,2022,졸업자,648
전주기전대학,전문대학,전북,사립,기존,2024,취업률(%),67.281105991
전주기전대학,전문대학,전북,사립,기존,2024,취업자,292
전주기전대학,전문대학,전북,사립,기존,2024,예외자,123
전주기전대학,전문대학,전북,사립,기존,2024,졸업자,557
전주기전대학,전문대학,전북,사립,기존,2023,취업률(%),65.671641791
전주기전대학,전문대학,전북,사립,기존,2023,취업자,264
전주기전대학,전문대학,전북,사립,기존,2023,예외자,123
전주기전대학,전문대학,전북,사립,기존,2023,졸업자,525
전주기전대학,전문대학,전북,사립,기존,2022,취업률(%),65.952380952
전주기전대학,전문대학,전북,사립,기존,2022,취업자,277
전주기전대학,전문대학,전북,사립,기존,2022,예외자,198
전주기전대학,전문대학,전북,사립,기존,2022,졸업자,618
전주비전대학교,전문대학,전북,사립,기존,2024,취업률(%),75.381485249
전주비전대학교,전문대학,전북,사립,기존,2024,취업자,741
전주비전대학교,전문대학,전북,사립,기존,2024,예외자,283
전주비전대학교,전문대학,전북,사립,기존,2024,졸업자,1266
전주비전대학교,전문대학,전북,사립,기존,2023,취업률(%),76.790571170
전주비전대학교,전문대학,전북,사립,기존,2023,취업자,847
전주비전대학교,전문대학,전북,사립,기존,2023,예외자,299
전주비전대학교,전문대학,전북,사립,기존,2023,졸업자,1402
전주비전대학교,전문대학,전북,사립,기존,2022,취업률(%),74.095878890
전주비전대학교,전문대학,전북,사립,기존,2022,취업자,881
전주비전대학교,전문대학,전북,사립,기존,2022,예외자,294
전주비전대학교,전문대학,전북,사립,기존,2022,졸업자,1483
제주관광대학교,전문대학,제주,사립,기존,2024,취업률(%),78.971962617
제주관광대학교,전문대학,제주,사립,기존,2024,취업자,338
제주관광대학교,전문대학,제주,사립,기존,2024,예외자,76
제주관광대학교,전문대학,제주,사립,기존,2024,졸업자,504
제주관광대학교,전문대학,제주,사립,기존,2023,취업률(%),77.021276596
제주관광대학교,전문대학,제주,사립,기존,2023,취업자,362
제주관광대학교,전문대학,제주,사립,기존,2023,예외자,96
제주관광대학교,전문대학,제주,사립,기존,2023,졸업자,566
제주관광대학교,전문대학,제주,사립,기존,2022,취업률(%),77.837837838
제주관광대학교,전문대학,제주,사립,기존,2022,취업자,432
제주관광대학교,전문대학,제주,사립,기존,2022,예외자,142
제주관광대학교,전문대학,제주,사립,기존,2022,졸업자,697
제주한라대학교,전문대학,제주,사립,기존,2024,취업률(%),72.039473684
제주한라대학교,전문대학,제주,사립,기존,2024,취업자,876
제주한라대학교,전문대학,제주,사립,기존,2024,예외자,271
제주한라대학교,전문대학,제주,사립,기존,2024,졸업자,1487
제주한라대학교,전문대학,제주,사립,기존,2023,취업률(%),73.108552632
제주한라대학교,전문대학,제주,사립,기존,2023,취업자,889
제주한라대학교,전문대학,제주,사립,기존,2023,예외자,448
제주한라대학교,전문대학,제주,사립,기존,2023,졸업자,1664
제주한라대학교,전문대학,제주,사립,기존,2022,취업률(%),72.622699387
제주한라대학교,전문대학,제주,사립,기존,2022,취업자,947
제주한라대학교,전문대학,제주,사립,기존,2022,예외자,471
제주한라대학교,전문대학,제주,사립,기존,2022,졸업자,1775
조선간호대학교,전문대학,광주,사립,기존,2024,취업률(%),75.531914894
조선간호대학교,전문대학,광주,사립,기존,2024,취업자,142
조선간호대학교,전문대학,광주,사립,기존,2024,예외자,3
조선간호대학교,전문대학,광주,사립,기존,2024,졸업자,191
조선간호대학교,전문대학,광주,사립,기존,2023,취업률(%),75.581395349
조선간호대학교,전문대학,광주,사립,기존,2023,취업자,130
조선간호대학교,전문대학,광주,사립,기존,2023,예외자,1
조선간호대학교,전문대학,광주,사립,기존,2023,졸업자,173
조선간호대학교,전문대학,광주,사립,기존,2022,취업률(%),79.144385027
조선간호대학교,전문대학,광주,사립,기존,2022,취업자,148
조선간호대학교,전문대학,광주,사립,기존,2022,예외자,1
조선간호대학교,전문대학,광주,사립,기존,2022,졸업자,188
조선이공대학교,전문대학,광주,사립,기존,2024,취업률(%),65.614035088
조선이공대학교,전문대학,광주,사립,기존,2024,취업자,748
조선이공대학교,전문대학,광주,사립,기존,2024,예외자,167
조선이공대학교,전문대학,광주,사립,기존,2024,졸업자,1307
조선이공대학교,전문대학,광주,사립,기존,2023,취업률(%),69.148936170
조선이공대학교,전문대학,광주,사립,기존,2023,취업자,845
조선이공대학교,전문대학,광주,사립,기존,2023,예외자,218
조선이공대학교,전문대학,광주,사립,기존,2023,졸업자,1440
조선이공대학교,전문대학,광주,사립,기존,2022,취업률(%),73.887973641
조선이공대학교,전문대학,광주,사립,기존,2022,취업자,897
조선이공대학교,전문대학,광주,사립,기존,2022,예외자,193
조선이공대학교,전문대학,광주,사립,기존,2022,졸업자,1407
진주보건대학교,전문대학,경남,사립,기존,2024,취업률(%),73.598820059
진주보건대학교,전문대학,경남,사립,기존,2024,취업자,499
진주보건대학교,전문대학,경남,사립,기존,2024,예외자,33
진주보건대학교,전문대학,경남,사립,기존,2024,졸업자,711
진주보건대학교,전문대학,경남,사립,기존,2023,취업률(%),76.544943820
진주보건대학교,전문대학,경남,사립,기존,2023,취업자,545
진주보건대학교,전문대학,경남,사립,기존,2023,예외자,35
진주보건대학교,전문대학,경남,사립,기존,2023,졸업자,747
진주보건대학교,전문대학,경남,사립,기존,2022,취업률(%),79.667063020
진주보건대학교,전문대학,경남,사립,기존,2022,취업자,670
진주보건대학교,전문대학,경남,사립,기존,2022,예외자,56
진주보건대학교,전문대학,경남,사립,기존,2022,졸업자,897
창원문성대학교,전문대학,경남,사립,기존,2024,취업률(%),66.165413534
창원문성대학교,전문대학,경남,사립,기존,2024,취업자,352
창원문성대학교,전문대학,경남,사립,기존,2024,예외자,45
창원문성대학교,전문대학,경남,사립,기존,2024,졸업자,577
창원문성대학교,전문대학,경남,사립,기존,2023,취업률(%),66.323024055
창원문성대학교,전문대학,경남,사립,기존,2023,취업자,386
창원문성대학교,전문대학,경남,사립,기존,2023,예외자,67
창원문성대학교,전문대학,경남,사립,기존,2023,졸업자,649
창원문성대학교,전문대학,경남,사립,기존,2022,취업률(%),68.772348033
창원문성대학교,전문대학,경남,사립,기존,2022,취업자,577
창원문성대학교,전문대학,경남,사립,기존,2022,예외자,94
창원문성대학교,전문대학,경남,사립,기존,2022,졸업자,933
청강문화산업대학교,전문대학,경기,사립,기존,2024,취업률(%),62.311111111
청강문화산업대학교,전문대학,경기,사립,기존,2024,취업자,701
청강문화산업대학교,전문대학,경기,사립,기존,2024,예외자,165
청강문화산업대학교,전문대학,경기,사립,기존,2024,졸업자,1290
청강문화산업대학교,전문대학,경기,사립,기존,2023,취업률(%),65.259117083
청강문화산업대학교,전문대학,경기,사립,기존,2023,취업자,680
청강문화산업대학교,전문대학,경기,사립,기존,2023,예외자,158
청강문화산업대학교,전문대학,경기,사립,기존,2023,졸업자,1200
청강문화산업대학교,전문대학,경기,사립,기존,2022,취업률(%),71.163245357
청강문화산업대학교,전문대학,경기,사립,기존,2022,취업자,728
청강문화산업대학교,전문대학,경기,사립,기존,2022,예외자,169
청강문화산업대학교,전문대학,경기,사립,기존,2022,졸업자,1192
청암대학교,전문대학,전남,사립,기존,2024,취업률(%),73.405698779
청암대학교,전문대학,전남,사립,기존,2024,취업자,541
청암대학교,전문대학,전남,사립,기존,2024,예외자,38
청암대학교,전문대학,전남,사립,기존,2024,졸업자,775
청암대학교,전문대학,전남,사립,기존,2023,취업률(%),66.535947712
청암대학교,전문대학,전남,사립,기존,2023,취업자,509
청암대학교,전문대학,전남,사립,기존,2023,예외자,49
청암대학교,전문대학,전남,사립,기존,2023,졸업자,814
청암대학교,전문대학,전남,사립,기존,2022,취업률(%),70.096852300
청암대학교,전문대학,전남,사립,기존,2022,취업자,579
청암대학교,전문대학,전남,사립,기존,2022,예외자,59
청암대학교,전문대학,전남,사립,기존,2022,졸업자,885
춘해보건대학교,전문대학,울산,사립,기존,2024,취업률(%),81.515957447
춘해보건대학교,전문대학,울산,사립,기존,2024,취업자,613
춘해보건대학교,전문대학,울산,사립,기존,2024,예외자,50
춘해보건대학교,전문대학,울산,사립,기존,2024,졸업자,802
춘해보건대학교,전문대학,울산,사립,기존,2023,취업률(%),83.333333333
춘해보건대학교,전문대학,울산,사립,기존,2023,취업자,645
춘해보건대학교,전문대학,울산,사립,기존,2023,예외자,63
춘해보건대학교,전문대학,울산,사립,기존,2023,졸업자,837
춘해보건대학교,전문대학,울산,사립,기존,2022,취업률(%),84.615384615
춘해보건대학교,전문대학,울산,사립,기존,2022,취업자,704
춘해보건대학교,전문대학,울산,사립,기존,2022,예외자,60
춘해보건대학교,전문대학,울산,사립,기존,2022,졸업자,892
충남도립대학교,전문대학,충남,공립,기존,2024,취업률(%),73.602484472
충남도립대학교,전문대학,충남,공립,기존,2024,취업자,237
충남도립대학교,전문대학,충남,공립,기존,2024,예외자,42
충남도립대학교,전문대학,충남,공립,기존,2024,졸업자,364
충남도립대학교,전문대학,충남,공립,기존,2023,취업률(%),73.421926910
충남도립대학교,전문대학,충남,공립,기존,2023,취업자,221
충남도립대학교,전문대학,충남,공립,기존,2023,예외자,39
충남도립대학교,전문대학,충남,공립,기존,2023,졸업자,340
충남도립대학교,전문대학,충남,공립,기존,2022,취업률(%),70.604395604
충남도립대학교,전문대학,충남,공립,기존,2022,취업자,257
충남도립대학교,전문대학,충남,공립,기존,2022,예외자,41
충남도립대학교,전문대학,충남,공립,기존,2022,졸업자,405
충북도립대학교,전문대학,충북,공립,기존,2024,취업률(%),70.790378007
충북도립대학교,전문대학,충북,공립,기존,2024,취업자,206
충북도립대학교,전문대학,충북,공립,기존,2024,예외자,41
충북도립대학교,전문대학,충북,공립,기존,2024,졸업자,332
충북도립대학교,전문대학,충북,공립,기존,2023,취업률(%),72.240802676
충북도립대학교,전문대학,충북,공립,기존,2023,취업자,216
충북도립대학교,전문대학,충북,공립,기존,2023,예외자,53
충북도립대학교,전문대학,충북,공립,기존,2023,졸업자,352
충북도립대학교,전문대학,충북,공립,기존,2022,취업률(%),73.643410853
충북도립대학교,전문대학,충북,공립,기존,2022,취업자,190
충북도립대학교,전문대학,충북,공립,기존,2022,예외자,41
충북도립대학교,전문대학,충북,공립,기존,2022,졸업자,299
충북보건과학대학교,전문대학,충북,사립,기존,2024,취업률(%),75.496688742
충북보건과학대학교,전문대학,충북,사립,기존,2024,취업자,570
충북보건과학대학교,전문대학,충북,사립,기존,2024,예외자,116
충북보건과학대학교,전문대학,충북,사립,기존,2024,졸업자,871
충북보건과학대학교,전문대학,충북,사립,기존,2023,취업률(%),76.014760148
충북보건과학대학교,전문대학,충북,사립,기존,2023,취업자,618
충북보건과학대학교,전문대학,충북,사립,기존,2023,예외자,105
충북보건과학대학교,전문대학,충북,사립,기존,2023,졸업자,918
충북보건과학대학교,전문대학,충북,사립,기존,2022,취업률(%),78.317152104
충북보건과학대학교,전문대학,충북,사립,기존,2022,취업자,726
충북보건과학대학교,전문대학,충북,사립,기존,2022,예외자,106
충북보건과학대학교,전문대학,충북,사립,기존,2022,졸업자,1033
충청대학교,전문대학,충북,사립,기존,2024,취업률(%),71.547248183
충청대학교,전문대학,충북,사립,기존,2024,취업자,689
