기준연도,학교종류,설립구분,지역,상태,학교,단과대학,학과,입학정원,수업료,등록금,관련학과
2025,대학교,국립,충남,기존,국립공주대학교,사범대학,음악교육과,88,"4,230,000","4,230,000",
2025,대학교,국립,충남,기존,국립공주대학교,간호보건대학,응급구조학과,104,"3,880,000","3,880,000",
2025,대학교,국립,충남,기존,국립공주대학교,자연과학대학,응용수학과,124,"3,880,000","3,880,000",
2025,대학교,국립,충남,기존,국립공주대학교,간호보건대학,의료정보학과,108,"3,880,000","3,880,000",
2025,대학교,국립,충남,기존,국립공주대학교,자연과학대학,의류상품학과,72,"3,880,000","3,880,000",
2025,대학교,국립,충남,기존,국립공주대학교,단과대구분없음,인공지능학부,140,"4,230,000","4,230,000",
2025,대학교,국립,충남,기존,국립공주대학교,사범대학,일반사회교육과,72,"3,198,000","3,198,000",
2025,대학교,국립,충남,기존,국립공주대학교,단과대구분없음,자율전공학부(공주캠퍼스),58,"4,462,000","4,462,000",
2025,대학교,국립,충남,기존,국립공주대학교,단과대구분없음,자율전공학부(산업과학대학 유형Ⅰ),35,"4,462,000","4,462,000",
2025,대학교,국립,충남,기존,국립공주대학교,단과대구분없음,자율전공학부(산업과학대학 유형Ⅱ),70,"4,462,000","4,462,000",
2025,대학교,국립,충남,기존,국립공주대학교,단과대구분없음,자율전공학부(인문사회과학대학),59,"4,462,000","4,462,000",
2025,대학교,국립,충남,기존,국립공주대학교,단과대구분없음,자율전공학부(자연과학대학),39,"4,462,000","4,462,000",
2025,대학교,국립,충남,기존,국립공주대학교,단과대구분없음,자율전공학부(천안공과대학 유형Ⅰ),87,"4,462,000","4,462,000",
2025,대학교,국립,충남,기존,국립공주대학교,단과대구분없음,자율전공학부(천안공과대학 유형Ⅱ),175,"4,462,000","4,462,000",
2025,대학교,국립,충남,기존,국립공주대학교,천안공과대학,전기전자제어공학부,541,"4,230,000","4,230,000",
2025,대학교,국립,충남,기존,국립공주대학교,천안공과대학,전기전자제어공학부(성인학습자전담과정),6,"4,230,000","4,230,000",
2025,대학교,국립,충남,기존,국립공주대학교,천안공과대학,정보통신공학과,110,"4,230,000","4,230,000",
2025,대학교,국립,충남,기존,국립공주대학교,산업과학대학,조경학과,88,"3,880,000","3,880,000",
2025,대학교,국립,충남,기존,국립공주대학교,예술대학,주얼리・금속디자인학과,68,"4,230,000","4,230,000",
2025,대학교,국립,충남,기존,국립공주대학교,인문사회과학대학,중어중문학과,135,"3,198,000","3,198,000",
2025,대학교,국립,충남,기존,국립공주대학교,사범대학,지구과학교육과,72,"3,880,000","3,880,000",
2025,대학교,국립,충남,기존,국립공주대학교,천안공과대학,지능형모빌리티공학과,100,"4,230,000","4,230,000",
2025,대학교,국립,충남,기존,국립공주대학교,사범대학,지리교육과,76,"3,198,000","3,198,000",
2025,대학교,국립,충남,기존,국립공주대학교,인문사회과학대학,지리학과,90,"3,198,000","3,198,000",
2025,대학교,국립,충남,기존,국립공주대학교,산업과학대학,지역건설공학과,88,"3,880,000","3,880,000",
2025,대학교,국립,충남,기존,국립공주대학교,산업과학대학,지역사회개발학과,66,"3,198,000","3,198,000",
2025,대학교,국립,충남,기존,국립공주대학교,자연과학대학,지질환경과학과,117,"3,880,000","3,880,000",
2025,대학교,국립,충남,기존,국립공주대학교,사범대학,체육교육과,72,"3,880,000","3,880,000",
2025,대학교,국립,충남,기존,국립공주대학교,천안공과대학,컴퓨터공학과,165,"4,230,000","4,230,000",
2025,대학교,국립,충남,기존,국립공주대학교,사범대학,컴퓨터교육과,68,"3,880,000","3,880,000",
2025,대학교,국립,충남,기존,국립공주대학교,사범대학,특수교육과,184,"3,198,000","3,198,000",
2025,대학교,국립,충남,기존,국립공주대학교,산업과학대학,특수동물학과,92,"3,880,000","3,880,000",
2025,대학교,국립,충남,기존,국립공주대학교,사범대학,한문교육과,88,"3,198,000","3,198,000",
2025,대학교,국립,충남,기존,국립공주대학교,인문사회과학대학,행정학과,124,"3,198,000","3,198,000",
2025,대학교,국립,충남,기존,국립공주대학교,천안공과대학,화학공학부,249,"4,230,000","4,230,000",
2025,대학교,국립,충남,기존,국립공주대학교,자연과학대학,화학과,124,"3,880,000","3,880,000",
2025,대학교,국립,충남,기존,국립공주대학교,사범대학,화학교육과,68,"3,880,000","3,880,000",
2025,대학교,국립,충남,기존,국립공주대학교,천안공과대학,환경공학과,117,"4,230,000","4,230,000",
2025,대학교,국립,충남,기존,국립공주대학교,사범대학,환경교육과,72,"3,880,000","3,880,000",
2025,대학교,국립,전북,기존,국립군산대학교,컴퓨터소프트웨어특성화대학,IT융합통신공학과,58,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,공과대학,IT정보제어공학부(IT융합통신공학전공),34,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,공과대학,IT정보제어공학부(정보제어공학전공),35,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,학부,간호학과,40,"3,956,000","3,956,000",간호학과
2025,대학교,국립,전북,기존,국립군산대학교,ICC대학부,간호학부,40,"3,956,000","3,956,000",간호학과
2025,대학교,국립,전북,기존,국립군산대학교,ICC특성화대학부,간호학부,40,"3,956,000","3,956,000",간호학과
2025,대학교,국립,전북,기존,국립군산대학교,ICC대학부,간호학부(간호학전공),40,"3,956,000","3,956,000",간호학과
2025,대학교,국립,전북,기존,국립군산대학교,산학융합공과대학,건축・해양건설융합공학부,62,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,건축・해양건설융합공학부,80,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC대학부,건축공학부,40,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC특성화대학부,건축공학부,39,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,HASS대학,경영학과,40,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,사회과학대학,경영학과,40,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC대학부,경영학부,57,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,경영특성화대학,경영학부,54,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,산학융합공과대학,공간디자인융합기술학과,22,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,공간디자인융합기술학과,22,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC대학부,공간디자인융합기술학부,30,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC특성화대학부,공간디자인융합기술학부,29,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,인문대학,국어국문학과,30,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,HASS대학,국어국문학과,48,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,인문콘텐츠융합대학,국어국문학과,23,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,경영특성화대학,국제물류학과,27,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,HASS대학,국제물류학과,28,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,사회과학대학,국제물류학과,25,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,학부,글로벌비즈니스학부,96,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,HASS대학,금융부동산경제학과,25,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,경영특성화대학,금융부동산경제학과,24,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,산학융합공과대학,기계공학부,113,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,기계공학부,176,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC특성화대학부,기계공학부,87,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,기관공학과,16,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,해양・바이오특성화대학,기관공학과,15,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,인문대학,동아시아학부(일어일문학전공),32,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,인문대학,동아시아학부(중어중문학전공),25,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,사회과학대학,무역학과,33,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,HASS대학,무역학과,64,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,경영특성화대학,무역학과,29,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,자연과학대학,물리학과,21,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,물리학과,17,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,인문대학,미디어문화학과,23,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,HASS대학,미디어문화학과,23,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC대학부,미디어문화학부,30,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC특성화대학부,미디어문화학부,29,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,HASS대학,미술학과,40,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,자율전공대학,미술학과,10,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,예술대학,미술학과,20,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,사회과학대학,법학과,30,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC대학부,법행정경찰학부,148,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC특성화대학부,법행정경찰학부,79,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,HASS대학,벤처창업학과,16,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,경영특성화대학,벤처창업학과,15,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,사회과학대학,사회복지학과,29,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,HASS대학,사회복지학과,29,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC특성화대학부,사회복지학부,39,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC대학부,사회복지학부,40,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,예술대학,산업디자인학과,28,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,HASS대학,산업디자인학과,56,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC특성화대학부,산업디자인학부,27,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,자연과학대학,생명과학과,27,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,생명과학과,46,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,해양・바이오특성화대학,생명과학과,22,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,산학융합공과대학,소프트웨어학과,35,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,학부,소프트웨어학부,179,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,해양・바이오특성화대학,수산생명의학과,30,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,수산생명의학과,31,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,해양과학대학,수산생명의학과,62,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,자연과학대학,수학과,37,"3,338,000","3,338,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,수학과,48,"3,338,000","3,338,000",
2025,대학교,국립,전북,기존,국립군산대학교,융합과학공학대학,수학과,20,"3,338,000","3,338,000",
2025,대학교,국립,전북,기존,국립군산대학교,해양・바이오특성화대학,식품생명공학과,26,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,자연과학대학,식품생명과학부(식품생명공학전공),54,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,식품생명과학부(식품생명공학전공),30,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,자연과학대학,식품생명과학부(식품영양학전공),32,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,식품생명과학부(식품영양학전공),64,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,해양・바이오특성화대학,식품영양학과,31,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,공과대학,신소재공학과,42,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,신소재공학과,30,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,융합과학공학대학,신소재공학과,20,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,자연과학대학,아동가족학과,24,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,HASS대학,아동가족학과,23,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC대학부,아동학부,30,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC특성화대학부,아동학부,27,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC대학부,에너지신산업학부,40,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,인문대학,역사철학부(역사전공),23,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,인문대학,역사철학부(철학전공),20,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,HASS대학,역사학과,40,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,인문콘텐츠융합대학,역사학과,17,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,인문대학,영어영문학과,30,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,HASS대학,영어영문학과,58,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,인문콘텐츠융합대학,영어영문학과,28,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,산학융합공과대학,융합기술창업학과,24,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,HASS대학,융합기술창업학과,35,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,예술대학,음악과,30,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,HASS대학,음악과,38,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,의류학과,23,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,자연과학대학,의류학과,22,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC대학부,의류학부,30,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC특성화대학부,의류학부,29,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC특성화대학부,이차전지・에너지학부,40,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,HASS대학,일어일문학과,62,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,인문콘텐츠융합대학,일어일문학과,30,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,자율전공대학,자율전공학부,188,"3,870,020","3,870,020",
2025,대학교,국립,전북,기존,국립군산대학교,학부,자율전공학부,91,"3,880,040","3,880,040",
2025,대학교,국립,전북,기존,국립군산대학교,ICC대학부,자율전공학부,136,"3,880,040","3,880,040",
2025,대학교,국립,전북,기존,국립군산대학교,융합과학공학대학,전기공학과,40,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,전기공학과,82,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,공과대학,전기공학과,41,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,공과대학,전자공학과,66,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,전자공학과,33,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,융합과학공학대학,전자공학과,32,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,공과대학,조선공학과,16,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,공과대학,조선해양공학과,30,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,조선해양공학과,20,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,HASS대학,중어중문학과,40,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,인문콘텐츠융합대학,중어중문학과,19,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,인문콘텐츠융합대학,철학과,17,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,HASS대학,철학과,36,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC대학부,첨단과학기술학부,30,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,융합과학공학대학,첨단과학기술학부,29,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,자연과학대학,체육학과,28,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,HASS대학,체육학과,28,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC대학부,체육학부,40,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC특성화대학부,체육학부,39,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,컴퓨터소프트웨어특성화대학,컴퓨터소프트웨어특성화대학,203,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC대학부,컴퓨터소프트웨어학부,179,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,공과대학,컴퓨터정보통신공학부(정보통신공학전공),50,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,공과대학,컴퓨터정보통신공학부(컴퓨터정보공학전공),64,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,공과대학,토목공학과,61,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,토목공학과,106,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,융합과학공학대학,토목공학과,52,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,해양건설공학과,20,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,융합과학공학대학,해양건설공학과,19,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,해양과학대학,해양경찰학과,25,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,해양경찰학과,26,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC특성화대학부,해양경찰학부,29,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC대학부,해양경찰학부,30,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,해양과학대학,해양산업・운송과학기술학부,57,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,해양산업・운송과학기술학부,41,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,해양과학대학,해양생명과학과,26,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,해양생명과학과,40,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,해양・바이오특성화대학,해양생명과학과,19,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,해양과학대학,해양생물자원학과,72,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,해양생물자원학과,46,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,해양・바이오특성화대학,해양생물자원학과,35,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,해양・바이오특성화대학,해양수산공공인재학과,19,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,해양수산공공인재학과,20,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,사회과학대학,행정경제학부(경제학전공),24,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,사회과학대학,행정경제학부(행정학전공),32,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,공과대학,화학공학과,31,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,화학공학과,46,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,융합과학공학대학,화학공학과,22,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,자연과학대학,화학과,20,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,화학과,27,"3,956,000","3,956,000",
2025,대학교,국립,전북,기존,국립군산대학교,공과대학,환경공학과,59,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,ONSE대학,환경공학과,82,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,융합과학공학대학,환경공학과,39,"4,238,000","4,238,000",
2025,대학교,국립,전북,기존,국립군산대학교,사회과학대학,회계학과,33,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,ICC대학부,회계학부,37,"3,318,000","3,318,000",
2025,대학교,국립,전북,기존,국립군산대학교,경영특성화대학,회계학부,36,"3,318,000","3,318,000",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,IT융합학과,20,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,건축토목환경공학부,95,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,건축학부,147,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,건축학전공(5년),25,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,경영학과,148,"3,400,400","3,400,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,고분자공학과,64,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,광시스템공학과,123,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,기계공학과,246,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,기계공학부,146,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,기계공학부 스마트모빌리티전공,60,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,기계설계공학과,80,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,기계시스템공학과,250,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,기계시스템공학부,135,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,기계시스템공학부 스마트모빌리티전공,60,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,메디컬IT융합공학과,108,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,바이오메디컬공학과,31,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,산업・빅데이터공학부,74,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,산업공학과,73,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,산업공학부,146,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,소재디자인공학과,68,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,수리빅데이터학과,96,"3,536,400","3,536,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,신소재공학부,354,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,인공지능공학과,95,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,자율전공학부,325,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,재료공학부,106,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,전자공학부,763,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,컴퓨터공학과,231,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,컴퓨터공학부,89,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,컴퓨터공학부 인공지능공학전공,35,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,컴퓨터소프트웨어공학과,177,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,토목공학과,138,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,화학공학과,64,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,화학생명과학과,102,"3,536,400","3,536,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,화학소재공학부,171,"3,792,400","3,792,400",
2025,대학교,국립,경북,기존,국립금오공과대학교,단과대구분없음,환경공학과,96,"3,792,400","3,792,400",
2025,대학교,국립,전남,기존,국립목포대학교,자연과학대학,간호학과,120,"3,956,000","3,956,000",간호학과
2025,대학교,국립,전남,기존,국립목포대학교,생명・의과학대학,간호학과,150,"3,956,000","3,956,000",간호학과
2025,대학교,국립,전남,기존,국립목포대학교,공과대학,건축 ・ 토목 ・ 환경공학부,80,"4,236,000","4,236,000",
2025,대학교,국립,전남,기존,국립목포대학교,공과대학,건축공학,27,"4,236,000","4,236,000",
2025,대학교,국립,전남,기존,국립목포대학교,공과대학,건축공학・토목공학・환경공학・식품공학・조경학자율전공학부,26,"4,236,000","4,236,000",
2025,대학교,국립,전남,기존,국립목포대학교,공과대학,건축공학과,48,"4,236,000","4,236,000",
2025,대학교,국립,전남,기존,국립목포대학교,공과대학,건축학과,148,"4,236,000","4,236,000",
2025,대학교,국립,전남,기존,국립목포대학교,경영대학,경상학부,64,"3,401,232.8","3,401,232.8",
2025,대학교,국립,전남,기존,국립목포대학교,경영대학,경영학,45,"3,315,000","3,315,000",
2025,대학교,국립,전남,기존,국립목포대학교,경영대학,경영학과,80,"3,315,000","3,315,000",
2025,대학교,국립,전남,기존,국립목포대학교,경영대학,경영학부,80,"3,315,000","3,315,000",
2025,대학교,국립,전남,기존,국립목포대학교,경영대학,경제무역학부,41,"3,315,000","3,315,000",
2025,대학교,국립,전남,기존,국립목포대학교,경영대학,경제학,22,"3,315,000","3,315,000",
2025,대학교,국립,전남,기존,국립목포대학교,경영대학,경제학과,64,"3,315,000","3,315,000",
